job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,days_ago,salary_numeric
data scientist,senior,hybrid,company_003,"Grapevine, TX . Hybrid",17 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€100,472 - €200,938","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",17,150705
data scientist,lead,hybrid,company_005,"Fort Worth, TX . Hybrid",15 days ago,"Detroit, MI, US",Manufacturing,Public,"155,030",€51.10B,"€118,733","['spark', 'r', 'python', 'sql', 'machine learning']",15,118733
data scientist,senior,on-site,company_007,"Austin, TX . Toronto, Ontario, Canada . Kirkland, WA . Orlando, FL . Edmonton, Alberta, Canada + 1 More",a month ago,"Redwood City, CA, US",Technology,Public,"25,930",€33.80B,"€94,987 - €159,559","['aws', 'git', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning']",,127273
data scientist,senior,hybrid,company_008,"Chicago, IL . Scottsdale, AZ . Austin, TX . Hybrid",8 days ago,"San Jose, CA, US",Technology,Public,"34,690",€81.71B,"€112,797 - €194,402","['sql', 'r', 'python']",8,153599.5
data scientist,Not Specified,on-site,company_009,On-site,3 days ago,"Stamford, CT, US",Finance,Private,"1,800",Private,"€114,172 - €228,337",[],3,171254.5
data scientist,lead,Unknown,company_013,"New York, NY",3 months ago,"New York, NY, US",Technology,Private,150,€2.16B,"€196,371 - €251,170","['scikit-learn', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",3,223770.5
data scientist,junior,Unknown,company_014,"Berkeley, CA",15 days ago,"Berkeley, CA, US",Education,Unknown,"17,471",Education,"€51,330 - €70,144",[],15,60737
machine learning engineer,senior,on-site,company_015,"Menlo Park, CA",9 days ago,"Menlo Park, CA, US",Technology,Public,900,Public,"€121,480 - €132,440",['machine learning'],9,126960
data scientist,senior,remote,company_019,Fully Remote,6 days ago,"Boston, MA, US",Technology,Private,126,Private,"€207,331",[],6,207331
data scientist,senior,on-site,company_021,On-site,a day ago,"San Francisco, CA, US",Technology,Public,"5,520",€61.06B,"€219,201",[],,219201
data scientist,senior,Unknown,company_022,"Atlanta, GA",15 days ago,"Charlotte, NC, US",Technology,Public,"103,010",€128.13B,"€96,815","['pytorch', 'r', 'python', 'sql', 'machine learning', 'keras', 'deep learning', 'tensorflow']",15,96815
data scientist,midlevel,Unknown,company_027,Greater Vancouver Metropolitan Area,6 days ago,"Vancouver, BC, CA",Education,Unknown,240,Education,"€62,697 - €89,293","['java', 'git', 'python']",6,75995
data scientist,senior,remote,company_029,"Minneapolis, MN . Fully Remote",8 days ago,"Golden Valley, MN, US",Manufacturing,Public,"21,030",€43.18B,"€99,464 - €165,954","['sql', 'machine learning', 'python']",8,132709
data scientist,senior,on-site,company_031,"Titusville, NJ . Titusville, New Jersey, United States",19 days ago,"New Brunswick, NJ, US",Healthcare,Public,"128,890",€413.02B,"€112,343 - €117,823","['sql', 'machine learning', 'r', 'python']",19,115083
data scientist,senior,on-site,company_034,"Arlington, VA",a month ago,"Baltimore, MD, US",Technology,Private,45,Private,"€127,867 - €150,700","['pandas', 'powerbi', 'python', 'java', 'sql', 'machine learning', 'tableau']",,139283.5
data scientist,senior,remote,company_037,Fully Remote,14 days ago,"San Francisco, CA, US",Finance,Private,300,Private,"€134,266",[],14,134266
data scientist,lead,Unknown,company_038,"Bengaluru, Karnataka, India",6 days ago,"Kista, SE",Technology,Public,"132,000",€17.41B,"€52,746","['spark', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure']",6,52746
data scientist,lead,on-site,company_039,"Charlotte, NC . On-site",8 days ago,"San Francisco, CA, US",Finance,Public,"257,150",€163.38B,"€126,956 - €198,196","['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",8,162576
data scientist,senior,remote,company_040,Fully Remote,13 days ago,"San Francisco, CA, US",Education,Private,130,€1.29B,"€185,412 - €228,338",[],13,206875
machine learning engineer,junior,Unknown,company_041,"Basel, Basel, Switzerland",19 days ago,"BS, CH",Healthcare,Public,"93,580",€247.18B,"€80,123","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",19,80123
data scientist,senior,on-site,company_043,"Toronto, Ontario, Canada . On-site",8 days ago,"Toronto, ON, CA",Finance,Public,"44,010",Public,"€72,611","['pytorch', 'spark', 'git', 'r', 'python', 'sql', 'machine learning', 'tensorflow']",8,72611
data scientist,senior,on-site,company_044,"Findlay, OH . Denver, CO . San Antonio, TX",8 days ago,"Findlay, OH, US",Energy,Public,"11,610",€51.40B,"€95,265 - €164,221","['pytorch', 'scikit-learn', 'python', 'machine learning', 'deep learning', 'tensorflow']",8,129743
data scientist,senior,on-site,company_045,"Toronto, Ontario, Canada",6 days ago,"Toronto, ON, CA",Technology,Private,300,Private,"€85,044","['airflow', 'spark', 'machine learning', 'python']",6,85044
data scientist,senior,Unknown,company_046,"San Francisco, CA",3 months ago,"San Francisco, CA, US",Technology,Private,100,€913.33M,"€146,141 - €210,074",[],3,178107.5
data scientist,lead,Unknown,company_047,"Bengaluru, Karnataka, India",a month ago,"Bengaluru, KA, IN",Technology,Public,"222,070",€24.36B,"€10,049","['deep learning', 'machine learning']",,10049
data scientist,Not Specified,remote,company_048,"Remote, US . Fully Remote",3 months ago,"San Francisco, CA, US",Technology,Private,340,€1.49B,"€91,335 - €109,601",[],3,100468
data scientist,senior,Unknown,company_049,"Huntsville, AL . Merritt Island, FL . Seattle, WA",15 days ago,"Kent, WA, US",Technology,Private,"3,780",Private,"€125,171 - €175,240","['aws', 'git', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure']",15,150205.5
data scientist,senior,Unknown,company_050,"San Francisco, CA",8 days ago,"San Francisco, CA, US",Education,Private,807,€3.45B,"€150,707","['sql', 'machine learning', 'r', 'python']",8,150707
data scientist,senior,on-site,company_051,"Laurel, MD",a month ago,"Laurel, MD, US",Technology,Unknown,"8,010",Education,"€210,071",['python'],,210071
machine learning engineer,senior,Unknown,company_052,"Amsterdam, North Holland, Netherlands",a month ago,"San Francisco, CA, US",Technology,Public,"26,950",€53.20B,"€72,515","['sql', 'machine learning', 'python']",,72515
data scientist,lead,on-site,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Technology,Public,"4,820",€29.92B,"€112,288","['machine learning', 'python']",7,112288
data scientist,lead,hybrid,company_057,"Seattle, WA . Hybrid",25 days ago,"Seattle, WA, US",Retail,Public,"157,200",Public,"€132,437","['r', 'python', 'sql', 'machine learning', 'tableau']",25,132437
data scientist,senior,hybrid,company_061,"Manchester, England, United Kingdom . Hybrid",15 days ago,"Manchester, GB",Technology,Public,"1,320",Public,"€45,669 - €63,936","['spark', 'python', 'airflow', 'sql', 'machine learning']",15,54802.5
data scientist,senior,on-site,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Technology,Public,"4,780",€30.07B,"€112,291","['machine learning', 'python']",7,112291
data scientist,senior,on-site,company_065,"Toronto, Ontario, Canada",3 days ago,"Cherry Hill, NJ, US",Technology,Private,"26,070",Private,"€83,298 - €124,946","['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'azure', 'tableau']",3,104122
data scientist,senior,hybrid,company_066,"Foster City, CA . Hybrid",3 years ago,"Foster City, CA, US",Technology,Private,"1,790",Private,"€198,201 - €269,440",[],3,233820.5
data scientist,senior,hybrid,company_067,"San Francisco, CA, US . Seattle, WA, US . Hybrid",19 days ago,"San Francisco, CA, US",Technology,Public,"5,260",€14.35B,"€260,211",[],19,260211
data scientist,lead,Unknown,company_069,United States,a month ago,"Chicago, IL, US",Technology,Private,210,Private,"€114,355","['pytorch', 'spark', 'scikit-learn', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']",,114355
data scientist,midlevel,on-site,company_071,"Cambridge, MA",15 days ago,"Cambridge, MA, US",Technology,Public,"9,070",Public,"€144,311 - €198,198","['r', 'python', 'sql', 'machine learning', 'tableau']",15,171254.5
data scientist,senior,Unknown,company_075,"Atlanta, GA",20 days ago,"Atlanta, GA, US",Technology,Public,"9,030",€49.86B,"€105,035","['sql', 'machine learning', 'tableau', 'python']",20,105035
data scientist,senior,remote,company_077,United States . Fully Remote,2 months ago,"Phoenix, AZ, US",Technology,Private,60,Private,"€155,272 - €164,406","['sql', 'machine learning', 'tableau', 'python']",2,159839
data scientist,senior,on-site,company_078,"San Diego, CA",9 days ago,"San Diego, CA, US",Technology,Public,"41,020",€111.15B,"€140,661","['pytorch', 'python', 'docker', 'sql', 'neural network', 'kubernetes', 'tensorflow']",9,140661
data scientist,senior,hybrid,company_080,"Toronto, Ontario, Canada . Montreal, Quebec, Canada . Hybrid",8 days ago,"Toronto, ON, CA",Finance,Public,"26,040",Public,"€73,739","['machine learning', 'r', 'python']",8,73739
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",6 days ago,"San Francisco, CA, US",Technology,Public,"5,050",€4.67B,"€135,178 - €168,971",[],6,152074.5
data scientist,senior,on-site,company_084,On-site,14 days ago,"Cary, NC, US",Technology,Private,990,€29.17B,"€228,515",[],14,228515
data scientist,senior,Unknown,company_089,"New York, NY",8 days ago,"Washington, DC, US",Finance,Public,"2,290",Public,"€137,007 - €159,840","['aws', 'git', 'python', 'sql', 'machine learning']",8,148423.5
machine learning engineer,senior,Unknown,company_049,"Seattle, WA",15 days ago,"Kent, WA, US",Technology,Private,"3,810",Private,"€162,184 - €227,055","['pandas', 'pytorch', 'aws', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'tensorflow']",15,194619.5
data scientist,senior,hybrid,company_092,"McLean, VA . Hybrid",8 days ago,"Toronto, ON, CA",Technology,Public,"24,040",Public,"€92,833 - €172,402","['java', 'machine learning', 'r', 'python']",8,132617.5
data scientist,lead,on-site,company_093,"Seattle, Washington, United States . On-site",12 days ago,"Seattle, WA, US",Technology,Private,46,Private,"€210,070 - €228,336",[],12,219203
data scientist,senior,Unknown,company_094,"Warsaw, Mazowieckie, Poland . Prague, Prague, Czechia . Kyiv, Kyiv City, Ukraine",3 months ago,"Seattle, WA, US",Technology,Private,330,€913.33M,"€67,594 - €86,774","['pandas', 'pytorch', 'r', 'python', 'machine learning', 'tensorflow']",3,77184
data scientist,senior,on-site,company_095,On-site,3 months ago,"Sunnyvale, CA, US",Technology,Private,5,Private,"€123,307 - €191,806",[],3,157556.5
data scientist,senior,on-site,company_096,"San Francisco, California, United States . On-site",20 days ago,"San Francisco, CA, US",Finance,Private,950,€11.43B,"€219,199 - €273,999",[],20,246599
data scientist,Not Specified,Unknown,company_098,"Bangalore, Karnataka",5 months ago,"Bengaluru, KA, IN",Technology,Private,750,€4.93B,"€41,302",[],5,41302
data scientist,senior,hybrid,company_099,"Toronto, Ontario, Canada . Hybrid",7 days ago,"Calgary, AB, CA",Technology,Public,"23,860",€27.92B,"€75,128 - €79,194","['sql', 'tableau', 'python']",7,77161
data scientist,senior,on-site,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Technology,Public,"28,840",Public,"€77,667 - €129,442","['scikit-learn', 'r', 'python', 'java', 'machine learning']",3,103554.5
data scientist,midlevel,Unknown,company_101,"Cambridge, England, United Kingdom",8 days ago,"Cambridge, GB",Education,Unknown,"10,933",Education,"€31,175",[],8,31175
data scientist,midlevel,remote,company_103,"Oregon, United States . Fully Remote",4 days ago,"Beaverton, OR, US",Manufacturing,Public,"99,620",€133.03B,"€19,420 - €98,368","['pandas', 'powerbi', 'r', 'python', 'sql', 'neural network', 'machine learning', 'deep learning', 'tableau']",4,58894
machine learning engineer,senior,Unknown,company_106,"Pune, Maharashtra, India",4 days ago,"København, DK",Logistics,Private,"38,090",€34.17B,"€26,757","['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",4,26757
data scientist,senior,Unknown,company_089,"Denver, CO",8 days ago,"Washington, DC, US",Finance,Public,"2,300",Public,"€137,005 - €159,838","['aws', 'git', 'python', 'sql', 'machine learning']",8,148421.5
data scientist,senior,on-site,company_112,"San Francisco, California, United States . On-site",a month ago,"San Francisco, CA, US",Technology,Private,420,€5.10B,"€148,808",[],,148808
data scientist,lead,on-site,company_113,"Charlotte, NC",8 days ago,"Mooresville, NC, US",Retail,Public,"118,910",Public,"€101,935 - €193,633","['sql', 'deep learning', 'machine learning']",8,147784
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",a month ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,400",Public,"€24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",,24205
data scientist,senior,Unknown,company_116,"Chennai, Tamil Nadu, India",2 days ago,"Dearborn, MI, US",Technology,Public,"187,540",€51.93B,"€13,886","['pandas', 'numpy', 'pytorch', 'powerbi', 'git', 'scikit-learn', 'python', 'java', 'sql', 'neural network', 'gcp', 'machine learning', 'matplotlib', 'tensorflow']",2,13886
data scientist,senior,on-site,company_119,"Menlo Park, CA . On-site",15 days ago,"West Menlo Park, CA, US",Finance,Public,"3,810",€7.94B,"€163,491 - €191,804",[],15,177647.5
data scientist,midlevel,Unknown,company_014,"Berkeley, CA",15 days ago,"Berkeley, CA, US",Education,Unknown,"17,451",Education,"€82,193 - €122,141","['machine learning', 'database']",15,102167
data scientist,senior,remote,company_121,"Remote, United States . Fully Remote",a month ago,"San Francisco, CA, US",Technology,Private,"1,290",€3.17B,"€134,541 - €174,088",[],,154314.5
data scientist,senior,on-site,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Technology,Public,"28,810",Public,"€77,671 - €129,446","['scikit-learn', 'r', 'python', 'java', 'machine learning']",3,103558.5
data scientist,senior,remote,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",4 days ago,"San Francisco, CA, US",Technology,Public,"5,320",€14.20B,"€306,623",[],4,306623
data scientist,senior,Unknown,company_126,United States,15 days ago,"San Francisco, CA, US",Finance,Private,30,Private,"€28,501",[],15,28501
data scientist,senior,remote,company_021,Fully Remote,a day ago,"San Francisco, CA, US",Technology,Public,"5,550",€60.91B,"€255,732",[],,255732
data scientist,Not Specified,remote,company_129,Fully Remote,8 days ago,"New York, NY, US",Finance,Private,45,Private,"€91,335 - €228,333",[],8,159834
data scientist,senior,Unknown,company_022,"Pittsburgh, PA",7 days ago,"Charlotte, NC, US",Technology,Public,"103,070",€128.23B,"€96,819","['python', 'java', 'sql', 'kubernetes', 'azure']",7,96819
data scientist,senior,on-site,company_134,"Seattle, WA . Seattle, Washington, États-Unis . Seattle, Washington, USA",a month ago,"Seattle, WA, US",Retail,Public,"865,416",€832.86B,"€219,201","['amazon', 'r', 'python', 'machine learning', 'deep learning']",,219201
machine learning engineer,Not Specified,on-site,company_135,"Taipei, Taiwan . On-site",a day ago,TW,Technology,Private,530,Private,"€36,340",[],,36340
data scientist,senior,hybrid,company_137,"Denver, CO . Hybrid",a month ago,"Denver, CO, US",Technology,Private,900,€913.33M,"€138,833","['spark', 'r', 'python', 'database', 'machine learning']",,138833
data scientist,senior,remote,company_141,"Fort Worth, TX",a month ago,"Bethesda, MD, US",Technology,Public,"108,670",€116.78B,"€100,470 - €132,436",['machine learning'],,116453
data scientist,senior,hybrid,company_145,"Austin, Texas . Hybrid",a day ago,"San Jose, CA, US",Technology,Public,"2,760",Public,"€200,936",[],,200936
data scientist,senior,hybrid,company_146,"Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finance,Private,780,€11.80B,"€153,442 - €210,981",[],11,182211.5
data scientist,senior,Unknown,company_148,"Orlando, FL",5 days ago,"Charlotte, NC, US",Finance,Public,"14,090",€55.90B,"€88,185","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']",5,88185
data scientist,senior,on-site,company_153,United States,15 days ago,"San Jose, CA, US",Technology,Private,900,Private,"€203,676 - €253,909","['pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'deep learning', 'java', 'sql', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'tensorflow']",15,228792.5
data scientist,lead,remote,company_155,"All, MO",15 days ago,"Chicago, IL, US",Technology,Public,"2,570",Public,"€146,133 - €182,666","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",15,164399.5
machine learning engineer,Not Specified,on-site,company_156,"Mountain View, California (HQ) . On-site",8 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,"€138,826 - €208,239",[],8,173532.5
data scientist,senior,on-site,company_158,"Reston, VA",4 days ago,"Falls Church, VA, US",Technology,Private,"21,690",Private,"€167,600 - €225,989","['aws', 'git', 'python', 'java', 'kubernetes', 'machine learning']",4,196794.5
data scientist,senior,remote,company_159,Fully Remote,2 months ago,"Roseville, CA, US",Technology,Private,900,€11.41B,"€133,351 - €155,271",[],2,144311
data scientist,senior,hybrid,company_164,"Redwood City, US, California . Hybrid",2 months ago,"München, BY, DE",Technology,Private,"2,010",€12.32B,"€149,786 - €195,453",[],2,172619.5
data scientist,senior,on-site,company_166,"Veldhoven, North Brabant, Netherlands . On-site",21 days ago,"Veldhoven, NB, NL",Technology,Public,"24,780",€173.21B,"€82,371",['r'],21,82371
data scientist,senior,remote,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Public,"4,080",€7.84B,"€224,774",[],4,224774
data scientist,senior,Unknown,company_170,"Ridgefield, CT",10 days ago,"Ingelheim am Rhein, RP, DE",Technology,Public,"52,060",Public,"€127,874 - €202,766","['pytorch', 'git', 'scikit-learn', 'python', 'docker', 'kubernetes', 'machine learning', 'tensorflow']",10,165320
data scientist,senior,Unknown,company_171,"Pune, Maharashtra, India",15 days ago,"Armonk, NY, US",Technology,Public,"524,608",€119.43B,"€27,274 - €52,695","['pandas', 'pytorch', 'r', 'python', 'java', 'database', 'keras', 'machine learning', 'matplotlib', 'tensorflow']",15,39984.5
data scientist,Not Specified,on-site,company_173,"San Mateo, CA . On-site",a month ago,"Burlingame, CA, US",Technology,Private,126,Private,"€109,602 - €123,302",[],,116452
data scientist,senior,on-site,company_176,On-site,11 days ago,"Mountain View, CA, US",Technology,Public,"2,790",Public,"€117,189 - €185,414",[],11,151301.5
data scientist,senior,on-site,company_177,"Omaha, NE . Newport Beach, CA . Massachusetts, United States",a month ago,"Newport Beach, CA, US",Finance,Public,"4,010",Public,"€149,445 - €182,654","['scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",,166049.5
data scientist,senior,on-site,company_178,"Torrance, CA",3 days ago,"Torrance, CA, US",Technology,Public,"10,100",€36.69B,"€63,942","['spark', 'r', 'python', 'hadoop', 'machine learning']",3,63942
data scientist,senior,hybrid,company_179,"Los Angeles, CA . United States . San Francisco, CA . Hybrid",20 days ago,"Collingwood, VIC, AU",Technology,Private,150,€1.44B,"€182,668 - €214,634",['amazon'],20,198651
data scientist,midlevel,remote,company_181,"San Francisco, CA",8 days ago,"San Francisco, CA, US",Technology,Public,"1,290",Public,"€90,877 - €141,566","['tableau', 'sql', 'r', 'python']",8,116221.5
data scientist,senior,hybrid,company_182,"Navi Mumbai, Maharashtra, India . Hybrid",a month ago,"Chicago, IL, US",Finance,Public,"9,920",Public,"€15,542","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'python', 'docker', 'scipy', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tensorflow']",,15542
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",15 days ago,"Tallinn, EE",Technology,Private,"3,770",Private,"€61,772","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'sql', 'machine learning', 'deep learning']",15,61772
data scientist,senior,on-site,company_184,"New York, NY",8 days ago,"New York, NY, US",Retail,Public,"130,040",€5.18B,"€137,004",['machine learning'],8,137004
data scientist,senior,Unknown,company_185,"Fairfax, VA",2 months ago,"Falls Church, VA, US",Technology,Public,"97,010",€75.00B,"€171,892 - €257,744","['pytorch', 'git', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",2,214818
data scientist,senior,hybrid,company_186,"New York, NY . Hybrid",8 days ago,"New York, NY, US",Technology,Public,830,€14.48B,"€45,674 - €105,040","['database', 'sql', 'aws', 'python']",8,75357
data scientist,midlevel,Unknown,company_192,United States,a month ago,"NY, US",Technology,Private,15,Private,"€137,007 - €164,407","['amazon', 'spark', 'python', 'airflow', 'machine learning']",,150707
data scientist,senior,on-site,company_193,"Phoenix, AZ",3 days ago,"Phoenix, AZ, US",Energy,Public,"35,020",€37.86B,"€82,201","['powerbi', 'aws', 'r', 'python', 'sql', 'machine learning']",3,82201
data scientist,Not Specified,hybrid,company_196,Hybrid,7 months ago,"San Francisco, CA, US",Finance,Private,890,€12.43B,"€158,920 - €237,831",[],7,198375.5
data scientist,Not Specified,on-site,company_197,"Bengaluru, Karnataka, India . On-site",22 days ago,"Palo Alto, CA, US",Technology,Private,180,€913.33M,"€27,409",[],22,27409
data scientist,lead,hybrid,company_199,"Austin, TX . Hybrid",15 days ago,"Toronto, ON, CA",Technology,Public,"19,470",€91.70B,"€109,605","['java', 'sql', 'python']",15,109605
data scientist,lead,hybrid,company_203,"Cincinnati, OH . Chicago, IL . Hybrid",a day ago,"Cincinnati, OH, US",Technology,Private,"1,230",Private,"€199,795",[],,199795
data scientist,senior,on-site,company_207,"Manassas, VA",14 days ago,"Boise, ID, US",Technology,Public,"40,060",€55.54B,"€94,077 - €118,737","['aws', 'python', 'linux', 'sql', 'gcp', 'hadoop']",14,106407
data scientist,senior,Unknown,company_209,"Bengaluru, Karnataka, India",8 days ago,"New York, NY, US",Technology,Private,"1,270",€913.33M,"€639,348","['spark', 'aws', 'python', 'sql', 'gcp', 'deep learning', 'tensorflow', 'tableau']",8,639348
data analyst,midlevel,Unknown,company_211,"Eindhoven, North Brabant, Netherlands",15 days ago,"Amsterdam, NH, NL",Healthcare,Public,"82,020",Public,"€69,047",['python'],15,69047
data scientist,senior,Unknown,company_212,"Cincinnati, OH",5 days ago,"Boston, MA, US",Technology,Public,"222,500",Public,"€135,179","['azure', 'aws', 'machine learning', 'python']",5,135179
machine learning engineer,Not Specified,on-site,company_215,"San Francisco, CA . Seattle, WA . New York, NY . On-site",13 days ago,"San Francisco, CA, US",Technology,Private,580,€7.07B,"€200,939 - €296,838",[],13,248888.5
data scientist,lead,hybrid,company_221,"Bengaluru, Karnataka, India . Hybrid",8 days ago,"New York, NY, US",Technology,Private,900,Private,"€19,096","['spark', 'r', 'python', 'java', 'sql', 'machine learning']",8,19096
data scientist,senior,Unknown,company_223,Raleigh-Durham-Chapel Hill Area,2 days ago,"New York, NY, US",Technology,Public,"10,010",Public,"€99,560","['spark', 'aws', 'r', 'python', 'machine learning', 'hadoop', 'deep learning']",2,99560
data scientist,senior,hybrid,company_092,"McLean, VA . Hybrid",5 days ago,"Toronto, ON, CA",Technology,Public,"24,030",Public,"€92,838 - €172,407","['java', 'machine learning', 'r', 'python']",5,132622.5
data scientist,Not Specified,remote,company_225,Fully Remote,7 days ago,"San Francisco, CA, US",Retail,Private,"12,300",€35.97B,"€137,001",[],7,137001
data scientist,senior,on-site,company_226,"Rochester, New York Metropolitan Area",22 days ago,"Rochester, NY, US",Education,Unknown,"9,320",Education,"€55,196 - €77,273","['deep learning', 'machine learning']",22,66234.5
data scientist,senior,on-site,company_227,"Denver, CO",15 days ago,"Denver, CO, US",Healthcare,Public,"24,020",€6.34B,"€68,685 - €100,834","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']",15,84759.5
data scientist,senior,hybrid,company_052,Greater São Paulo Area . Hybrid,22 days ago,"San Francisco, CA, US",Technology,Public,"26,910",€53.05B,"€50,222","['sql', 'r', 'python']",22,50222
data scientist,midlevel,on-site,company_230,"Mettawa, IL",6 days ago,"North Chicago, IL, US",Healthcare,Public,"49,360",€245.39B,"€137,003",[],6,137003
data scientist,senior,on-site,company_231,"South San Francisco, CA . On-site",25 days ago,"Kenilworth, NJ, US",Healthcare,Public,"78,750",€231.03B,"€124,219","['machine learning', 'r', 'python']",25,124219
data scientist,senior,remote,company_233,United States,5 days ago,"Reston, VA, US",Technology,Public,"27,450",Public,"€95,586 - €172,785","['machine learning', 'r', 'python']",5,134185.5
data scientist,lead,on-site,company_235,"San Antonio, TX",15 days ago,"San Antonio, TX, US",Finance,Private,"33,030",Private,"€137,008","['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",15,137008
data scientist,senior,remote,company_236,United States . Fully Remote,a day ago,"Miami, FL, US",Technology,Private,30,Private,"€137,002 - €155,268","['sql', 'machine learning', 'tableau', 'python']",,146135
data scientist,senior,Unknown,company_041,"Mississauga, Ontario, Canada",5 days ago,"BS, CH",Healthcare,Public,"93,560",€247.18B,"€74,130","['gcp', 'git', 'r']",5,74130
data scientist,senior,hybrid,company_241,"Manchester, England, United Kingdom . Hybrid",2 months ago,"London, GB",Technology,Private,180,Private,"€95,906 - €105,039","['pytorch', 'aws', 'scikit-learn', 'scipy', 'machine learning', 'gcp', 'azure', 'tensorflow']",2,100472.5
data scientist,Not Specified,on-site,company_243,"Bowie, MD . On-site",8 days ago,"Bowie, MD, US",Technology,Public,"2,820",Public,"€101,149 - €110,282",[],8,105715.5
data scientist,senior,on-site,company_244,"Plano, TX . On-site",15 days ago,"New York, NY, US",Finance,Public,"290,800",€350.17B,"€86,772 - €196,371","['pytorch', 'machine learning', 'tensorflow', 'python']",15,141571.5
data scientist,midlevel,Unknown,company_246,"Arlington, VA",8 days ago,"New York, NY, US",Finance,Private,"23,320",Private,"€173,540","['spark', 'python', 'docker', 'java', 'sql', 'machine learning', 'kubernetes', 'hadoop', 'deep learning']",8,173540
data scientist,lead,Unknown,company_250,"New York, NY",4 days ago,"Paris, FR",Healthcare,Private,"76,020",Private,"€171,458 - €238,990","['powerbi', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'tensorflow', 'tableau']",4,205224
data scientist,lead,hybrid,company_252,"San Francisco, CA . Hybrid",5 days ago,"San Francisco, CA, US",Healthcare,Private,500,€1.72B,"€258,704",[],5,258704
data scientist,senior,Unknown,company_254,"Chicago, IL",9 days ago,"South Bend, IN, US",Healthcare,Public,"2,520",Public,"€63,935 - €86,768","['powerbi', 'r', 'python', 'sql', 'database', 'hadoop', 'tableau']",9,75351.5
data scientist,Not Specified,on-site,company_255,"Charlotte, NC . On-site",8 days ago,"Fort Mill, SC, US",Technology,Private,"3,760",€913.33M,"€123,305 - €137,005",[],8,130155
data scientist,senior,on-site,company_256,"San Francisco, CA . On-site",4 days ago,"San Francisco, CA, US",Technology,Private,150,€4.10B,"€155,274","['sql', 'machine learning', 'r', 'python']",4,155274
data scientist,senior,hybrid,company_257,"Foster City, CA . Hybrid",6 days ago,"Foster City, CA, US",Finance,Public,"21,050",€383.10B,"€120,561 - €192,988","['pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",6,156774.5
machine learning engineer,senior,hybrid,company_007,"Vancouver, British Columbia, Canada . Hybrid",a month ago,"Redwood City, CA, US",Technology,Public,"25,940",€33.50B,"€59,371 - €63,938","['pytorch', 'machine learning', 'tensorflow', 'python']",,61654.5
data scientist,senior,on-site,company_261,"Alameda, CA",7 days ago,"Lake Bluff, IL, US",Healthcare,Public,"103,540",€162.59B,"€79,187","['spark', 'r', 'python', 'scala', 'linux', 'java', 'hadoop', 'machine learning']",7,79187
