job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,days_ago,salary_numeric
data scientist,senior,Unknown,company_183,"Berlin, Berlin, Germany",8 days ago,"Tallinn, EE",Technology,Private,"3,780",Private,"€98,643","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'airflow', 'machine learning']",8,98643
data scientist,senior,Unknown,company_268,"Singapore, Singapore",7 days ago,"Singapore, SG",Finance,Public,"30,870",Public,"€67,044","['pytorch', 'git', 'python', 'machine learning', 'tensorflow']",7,67044
data scientist,senior,Unknown,company_269,"Boston, MA . Newark, DE . Tampa, FL . Kennesaw, GA . Plano, TX + 8 More",a month ago,"Charlotte, NC, US",Finance,Public,"274,280",€277.07B,"€150,707 - €224,869","['python', 'java', 'sql', 'hadoop', 'machine learning']",,187788
data scientist,lead,Unknown,company_270,"New York, NY",2 months ago,"Woonsocket, RI, US",Healthcare,Public,"300,070",€121.12B,"€131,706 - €263,408","['sql', 'python']",2,197557
data scientist,midlevel,on-site,company_231,"San Diego, CA . On-site",5 days ago,"Kenilworth, NJ, US",Healthcare,Public,"78,720",€231.13B,"€115,539 - €181,846","['aws', 'git', 'r', 'python', 'java', 'machine learning', 'database', 'azure', 'matplotlib']",5,148692.5
data scientist,senior,on-site,company_273,"Redmond, WA",a month ago,"Menlo Park, CA, US",Technology,Public,"94,540",€230.42B,"€121,475 - €255,734","['sql', 'machine learning', 'r', 'python']",,188604.5
data scientist,lead,hybrid,company_276,Hybrid,a month ago,"Atlanta, GA, US",Technology,Private,360,€3.09B,"€294,100",[],,294100
data scientist,Not Specified,on-site,company_279,"San Francisco, California . On-site",8 days ago,"San Francisco, CA, US",Technology,Private,500,Private,"€127,874 - €155,273",[],8,141573.5
machine learning engineer,senior,Unknown,company_106,"Pune, Maharashtra, India",2 days ago,"København, DK",Logistics,Private,"38,130",€34.32B,"€26,760","['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",2,26760
data scientist,midlevel,remote,company_280,"Annapolis Junction, MD . Annapolis, MD . Fully Remote",a month ago,"Annapolis, MD, US",Technology,Private,60,Private,"€109,600 - €182,666","['linux', 'machine learning', 'python']",,146133
data scientist,senior,remote,company_282,"Rosemont, IL",5 days ago,"Rosemont, IL, US",Healthcare,Public,"28,070",Public,"€68,501 - €109,601","['git', 'r', 'python', 'bash', 'sql', 'machine learning', 'deep learning']",5,89051
data scientist,lead,hybrid,company_115,"New York, NY . Hybrid",a month ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,430",Public,"€137,002","['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'hadoop']",,137002
data scientist,senior,Unknown,company_207,"Hyderabad, Telangana, India",10 days ago,"Boise, ID, US",Technology,Public,"40,050",€55.39B,"€24,621","['pytorch', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow', 'tableau']",10,24621
data scientist,junior,Unknown,company_047,"Bengaluru, Karnataka, India",a month ago,"Bengaluru, KA, IN",Technology,Public,"222,040",€24.21B,"€10,055","['deep learning', 'machine learning']",,10055
data scientist,senior,on-site,company_288,"Chantilly, VA . On-site",a month ago,"Reston, VA, US",Technology,Public,"26,030",€63.09B,"€114,171","['aws', 'azure']",,114171
data scientist,senior,Unknown,company_290,"Pune, Maharashtra, India",8 days ago,"London, GB",Finance,Public,"68,160",€26.63B,"€29,949 - €41,758","['powerbi', 'aws', 'python', 'sql', 'machine learning', 'tableau']",8,35853.5
data scientist,senior,Unknown,company_291,"Bengaluru, Karnataka, India",5 days ago,"Bengaluru, KA, IN",Technology,Public,"261,060",€70.98B,"€9,583","['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']",5,9583
data scientist,senior,on-site,company_141,"Orlando, FL",a month ago,"Bethesda, MD, US",Technology,Public,"108,650",€116.88B,"€68,500",['machine learning'],,68500
data scientist,senior,remote,company_293,"Bengaluru, Karnataka, India",3 months ago,"Bengaluru, KA, IN",Technology,Private,"15,440",€10.22B,"€36,104","['spark', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",3,36104
data scientist,senior,hybrid,company_295,"Montreal, Quebec, Canada . Hybrid",5 days ago,"Dartmouth, NS, CA",Technology,Private,31,Private,"€55,906","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning']",5,55906
data scientist,midlevel,hybrid,company_296,"Lebanon, NH . Hybrid",17 days ago,"Bridgewater, NJ, US",Healthcare,Public,613,Public,"€81,293 - €108,937","['machine learning', 'python']",17,95115
data scientist,midlevel,on-site,company_166,"Veldhoven, North Brabant, Netherlands . On-site",8 days ago,"Veldhoven, NB, NL",Technology,Public,"24,820",€173.56B,"€82,373",['python'],8,82373
data scientist,senior,remote,company_298,United States,15 days ago,"Draper, UT, US",Healthcare,Public,"1,020",Public,"€88,140 - €136,089","['sql', 'azure', 'r', 'python']",15,112114.5
data scientist,senior,Unknown,company_303,"New York, NY",22 days ago,"Irving, TX, US",Technology,Public,"11,060",Public,"€114,175 - €118,741","['aws', 'git', 'python', 'sql', 'gcp', 'machine learning']",22,116458
data scientist,senior,on-site,company_034,"Annapolis Junction, MD",a month ago,"Baltimore, MD, US",Technology,Private,45,Private,"€178,100 - €210,980","['sql', 'machine learning', 'r', 'python']",,194540
data scientist,senior,Unknown,company_305,"Budapest, Budapest, Hungary",a month ago,"New York, NY, US",Finance,Public,"88,990",€132.46B,"€27,403","['machine learning', 'python']",,27403
data scientist,midlevel,remote,company_306,"Fort Meade, MD . Fort Meade, Maryland, Birleşik Devletler . Fully Remote",3 months ago,"Fulton, MD, US",Technology,Private,90,Private,"€127,871 - €178,103","['sql', 'machine learning', 'r', 'python']",3,152987
data scientist,senior,on-site,company_308,"Mountain View, CA",15 days ago,"Redmond, WA, US",Technology,Public,"182,338",€1.73T,"€171,712 - €277,840","['sql', 'python']",15,224776
data scientist,senior,Unknown,company_309,"Bengaluru, Karnataka, India",19 days ago,"New York, NY, US",Technology,Private,"3,540",Private,"€19,234","['pytorch', 'aws', 'git', 'python', 'docker', 'gcp', 'azure', 'tensorflow']",19,19234
data scientist,lead,on-site,company_310,Antwerp Metropolitan Area,2 days ago,"Arlington, VA, US",Technology,Public,"20,070",Public,"€90,697","['powerbi', 'tableau']",2,90697
machine learning engineer,Not Specified,on-site,company_312,"San Francisco, CA . Seattle, WA . New York, NY . On-site",13 days ago,"Montreal, QC, CA",Technology,Private,31,Private,"€200,939 - €296,838",[],13,248888.5
data scientist,senior,on-site,company_315,United States,9 days ago,"Austin, TX, US",Technology,Public,"212,610",€188.01B,"€99,744 - €204,046","['pytorch', 'aws', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",9,151895
data scientist,senior,on-site,company_316,"Dublin, County Dublin, Ireland",22 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,990",Public,"€52,987","['sql', 'azure', 'python']",22,52987
data scientist,lead,Unknown,company_251,"Alpharetta, GA",15 days ago,"Roseland, NJ, US",Technology,Public,"65,120",Public,"€115,086","['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow', 'tableau']",15,115086
data scientist,senior,remote,company_318,United States,a month ago,"Dallas, TX, US",Technology,Public,"55,070",€14.86B,"€100,467",['machine learning'],,100467
machine learning engineer,senior,hybrid,company_008,"San Jose, CA . Hybrid",15 days ago,"San Jose, CA, US",Technology,Public,"34,690",€81.56B,"€125,584 - €216,003","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'java', 'sql', 'machine learning', 'tensorflow']",15,170793.5
data scientist,senior,on-site,company_324,United States . On-site,8 days ago,"Palo Alto, CA, US",Technology,Private,"2,540",€3.95B,"€137,003 - €150,703","['sql', 'machine learning', 'r', 'python']",8,143853
machine learning engineer,senior,Unknown,company_326,Unknown,2 years ago,"Mumbai, MH, IN",Technology,Private,910,€7.41B,"€44,207",[],2,44207
data scientist,senior,remote,company_328,"Riverwoods, IL",10 days ago,"Riverwoods, IL, US",Technology,Public,"14,460",€26.53B,"€118,733 - €166,226","['sql', 'tableau']",10,142479.5
data scientist,lead,on-site,company_336,"South San Francisco, CA",6 days ago,"South San Francisco, CA, US",Technology,Private,"14,040",Private,"€195,911",['machine learning'],6,195911
data scientist,midlevel,remote,company_337,"Tallahassee, FL . Arlington, VA . Fully Remote",25 days ago,"Fairfax, VA, US",Finance,Public,"7,290",Public,"€131,219 - €223,067","['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",25,177143
data scientist,senior,remote,company_339,Fully Remote,a month ago,"Chicago, IL, US",Technology,Private,960,€3.04B,"€164,405 - €226,054",[],,195229.5
data scientist,senior,hybrid,company_340,"San Jose, CA . Hybrid",2 months ago,"New York, NY, US",Technology,Private,750,Private,"€112,800 - €194,405","['sql', 'machine learning', 'r', 'python']",2,153602.5
data scientist,Not Specified,on-site,company_341,On-site,13 days ago,"San Francisco, CA, US",Technology,Private,600,€13.85B,"€127,868 - €143,851",[],13,135859.5
data scientist,senior,Unknown,company_343,"Edinburgh, Scotland, United Kingdom",a day ago,"Edinburgh, GB",Finance,Public,"60,010",€24.78B,"€59,677","['machine learning', 'python']",,59677
data scientist,senior,on-site,company_201,"Milwaukee, WI",8 days ago,"Deerfield, IL, US",Healthcare,Public,"48,050",€25.16B,"€102,300 - €140,660","['spark', 'python', 'scala', 'machine learning', 'database', 'azure', 'tableau']",8,121480
data scientist,midlevel,on-site,company_352,"Pune, Maharashtra, India . On-site",3 months ago,"Evanston, IL, US",Technology,Private,"12,090",Private,"€13,173","['amazon', 'r', 'python', 'java', 'database', 'hadoop', 'machine learning']",3,13173
data scientist,senior,remote,company_353,Fully Remote,2 months ago,"Washington, US",Technology,Private,351,Private,"€164,400",[],2,164400
data scientist,senior,on-site,company_355,"Seattle, WA",a month ago,"San Francisco, CA, US",Technology,Public,"65,870",€130.59B,"€125,223 - €216,007","['sql', 'r', 'python']",,170615
data scientist,senior,on-site,company_184,"Johns Creek, GA",6 days ago,"New York, NY, US",Retail,Public,"130,020",€5.18B,"€137,000",['machine learning'],6,137000
data scientist,senior,hybrid,company_357,"Basking Ridge, NJ . Irving, TX . Temple Terrace, FL . Boston, MA . Ashburn, VA + 1 More . Hybrid",8 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,060",€142.23B,"€92,254","['python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']",8,92254
data scientist,senior,Unknown,company_360,"Itanagar, Arunachal Pradesh, India",2 months ago,"Mumbai, MH, IN",Finance,Private,"78,060",Private,"€12,924","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'scikit-learn', 'python', 'docker', 'scipy', 'hadoop', 'machine learning', 'database', 'keras', 'deep learning', 'matplotlib', 'tensorflow']",2,12924
data scientist,senior,remote,company_362,Fully Remote,16 days ago,"San Francisco, CA, US",Technology,Private,"1,890",€9.48B,"€198,198 - €277,565",[],16,237881.5
data scientist,senior,on-site,company_031,"New Brunswick, NJ",a day ago,"New Brunswick, NJ, US",Healthcare,Public,"128,860",€412.87B,"€97,046 - €131,295","['aws', 'powerbi', 'r', 'python', 'airflow', 'machine learning', 'azure', 'tableau']",,114170.5
data scientist,senior,on-site,company_363,"Bellevue, WA",23 days ago,"New York, NY, US",Technology,Public,"24,320",Public,"€109,328 - €203,035","['pytorch', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'tensorflow']",23,156181.5
data scientist,lead,on-site,company_235,"Phoenix, AZ",15 days ago,"San Antonio, TX, US",Finance,Private,"33,050",Private,"€137,000","['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",15,137000
data scientist,senior,Unknown,company_365,"McLean, VA",2 months ago,"Annapolis Junction, MD, US",Technology,Private,420,Private,"€72,666 - €159,901","['database', 'machine learning', 'python']",2,116283.5
data scientist,lead,Unknown,company_366,"Columbia, MD",14 days ago,"Columbia, MD, US",Technology,Private,180,Private,"€100,472 - €146,138","['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",14,123305
data scientist,senior,on-site,company_367,On-site,a month ago,"New York, NY, US",Technology,Private,420,Private,"€144,307 - €167,140",[],,155723.5
data scientist,senior,Unknown,company_185,"Utah, United States",15 days ago,"Falls Church, VA, US",Technology,Public,"97,070",€75.20B,"€125,495 - €188,149","['aws', 'gcp', 'azure']",15,156822
machine learning engineer,senior,Unknown,company_371,"South San Francisco, CA . South San Francisco, Kalifornia, Stany Zjednoczone",7 days ago,"South San Francisco, CA, US",Healthcare,Private,250,Private,"€190,891 - €212,811","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",7,201851
data scientist,senior,hybrid,company_146,"Kitchener-Waterloo, ON . Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finance,Private,780,€11.85B,"€153,447 - €210,986",[],11,182216.5
machine learning engineer,senior,on-site,company_178,"Torrance, CA",15 days ago,"Torrance, CA, US",Technology,Public,"10,100",€36.69B,"€63,941","['java', 'machine learning', 'r', 'python']",15,63941
data scientist,Not Specified,remote,company_112,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Private,420,€4.85B,"€213,594",[],4,213594
machine learning engineer,lead,Unknown,company_326,Unknown,a year ago,"Mumbai, MH, IN",Technology,Private,910,€7.66B,"€44,202",[],,44202
data scientist,senior,hybrid,company_382,Greater Chicago Area . Hybrid,a month ago,"Chicago, IL, US",Finance,Private,660,€2.03B,"€73,068 - €91,335","['aws', 'python', 'sql', 'machine learning', 'deep learning']",,82201.5
data scientist,Not Specified,on-site,company_383,"Barcelona, Spain . On-site",2 months ago,"Milano, IT",Technology,Private,"3,800",Private,"€46,528 - €76,222",[],2,61375
data scientist,senior,on-site,company_071,"Cambridge, MA",5 days ago,"Cambridge, MA, US",Technology,Public,"9,020",Public,"€9,140","['r', 'python', 'sql', 'hadoop', 'machine learning']",5,9140
data scientist,senior,on-site,company_384,"Normal, IL . Plymouth, MI . Palo Alto, CA . Irvine, CA . Atlanta, GA",15 days ago,"Irvine, CA, US",Technology,Public,"3,780",€25.21B,"€147,050 - €196,370","['sql', 'r', 'python']",15,171710
machine learning engineer,Not Specified,hybrid,company_387,"Sunnyvale, CA . Hybrid",a day ago,"San Francisco, CA, US",Technology,Private,900,€8.62B,"€144,491",[],,144491
data scientist,senior,remote,company_176,Fully Remote,11 days ago,"Mountain View, CA, US",Technology,Public,"2,780",Public,"€146,050 - €230,989",[],11,188519.5
data scientist,senior,on-site,company_389,"Menlo Park, CA",3 months ago,"Bozeman, MT, US",Technology,Public,"3,760",€37.49B,"€181,756 - €258,932",['python'],3,220344
data scientist,senior,remote,company_391,Fully Remote,7 days ago,"Greenbelt, MD, US",Technology,Private,270,Private,"€132,438 - €159,838",[],7,146138
data scientist,senior,on-site,company_392,"Cincinnati, OH",a month ago,"Jacksonville, FL, US",Finance,Public,"62,010",€35.07B,"€157,017 - €263,794","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",,210405.5
data scientist,midlevel,on-site,company_395,"McLean, VA",6 days ago,"McLean, VA, US",Retail,Public,"55,120",€36.18B,"€121,479 - €138,650","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']",6,130064.5
data scientist,senior,on-site,company_316,"Dublin, County Dublin, Ireland",15 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,970",Public,"€57,318","['machine learning', 'r', 'python']",15,57318
